customer_id,name,age,gender,state,city,pincode,occupation,income_band,credit_tier,tenure_months,channel,family_size,segment,email,phone,bank_account_prefix,in_fraud_ring,created_at
CUST023304,Shivani Mitra,60.0,Male,Gujarat,Bhiwani,530140,Self-Employed,2-5L,Prime,70.0,Agent,3.0,Affluent,miteshradhakrishnan@example.com,9887224998,HDFC,False,2024-04-22
CUST023305,Aachal Kalla,19.0,Male,Uttar Pradesh,Kishanganj,345076,Government Employee,<2L,Prime,47.0,Agent,7.0,Mass,turvi07@example.org,9679760090,HDFC,False,2021-06-01
CUST023306,Indira Chopra,40.0,Male,Maharashtra,Jhansi,650725,Salaried,10-25L,Prime,68.0,Agent,7.0,Mass,madanpranav@example.com,9817045768,ICICI,False,2023-04-07
CUST023307,Indrajit Kibe,27.0,Male,Bihar,Anand,997582,Government Employee,10-25L,Near-Prime,33.0,Online,6.0,Mass-Affluent,doraishita@example.net,9689608161,ICICI,False,2022-09-13
CUST023308,Rohan Cheema,61.0,Female,Andhra Pradesh,Burhanpur,237731,Farmer,25-50L,Thin-File,68.0,Online,4.0,Affluent,seshadrihenry@example.com,9453765683,Axis,False,2024-09-02
CUST023309,Samar Bail,47.0,Male,West Bengal,Muzaffarnagar,267893,Retired,<2L,Prime,12.0,Broker,5.0,Affluent,imaran03@example.net,9121456123,HDFC,False,2020-03-13
CUST023310,Falak Ramanathan,65.0,Female,Haryana,Medininagar,678909,Government Employee,2-5L,Near-Prime,5.0,Agent,5.0,Mass,abdulraghavan@example.net,9632621963,HDFC,False,2020-06-19
CUST023311,Hritik Mallick,29.0,Male,Odisha,Bhimavaram,543728,Homemaker,5-10L,Near-Prime,53.0,Bancassurance,7.0,Mass,kuriankalpit@example.org,9228558116,Kotak,False,2020-10-22
CUST023312,Rachita Nigam,56.0,Female,Chhattisgarh,Ballia,639721,Student,5-10L,Prime,47.0,Agent,2.0,Mass,zayanedwin@example.net,9738945478,ICICI,False,2020-03-09
CUST023313,Janaki Verma,48.0,Male,Maharashtra,Jammu,860691,Student,5-10L,Prime,18.0,Bancassurance,3.0,Affluent,ssrinivas@example.net,9264870622,HDFC,False,2024-07-23
CUST023314,Chavvi Sharaf,40.0,Male,Tamil Nadu,Bhalswa Jahangir Pur,927768,Salaried,5-10L,Sub-Prime,35.0,Bancassurance,1.0,Affluent,duttarudra@example.com,9532984746,Axis,False,2021-02-13
CUST023315,Ryan Virk,56.0,Female,Andhra Pradesh,Ongole,555347,Professional,2-5L,Prime,1.0,Online,1.0,Affluent,yashawiniram@example.net,9577804420,Axis,False,2023-01-06
CUST023316,Yash Chandran,59.0,Male,West Bengal,Tenali,935357,Self-Employed,5-10L,Thin-File,42.0,Agent,3.0,Mass,ibahri@example.net,9741108283,SBI,False,2021-01-20
CUST023317,Gautami Randhawa,40.0,Male,West Bengal,Ambala,555813,Student,10-25L,Sub-Prime,12.0,Bancassurance,7.0,Mass-Affluent,lakshitchana@example.com,9978546867,Axis,False,2020-01-22
CUST023318,Gautami Bhakta,73.0,Male,Tamil Nadu,Mathura,503418,Professional,2-5L,Prime,63.0,Agent,3.0,Mass,amrita59@example.org,9347304601,ICICI,False,2020-05-26
CUST023319,Pranit Sidhu,36.0,Female,Uttar Pradesh,Gandhinagar,956982,Retired,<2L,Near-Prime,2.0,Agent,6.0,Mass-Affluent,andrew40@example.net,9648735282,Kotak,False,2020-10-31
CUST023320,Saumya Anand,31.0,Female,Telangana,Sikar,969272,Retired,10-25L,Sub-Prime,37.0,Agent,2.0,Mass,manya80@example.com,9873079853,Kotak,False,2023-06-29
CUST023321,Jatin Mahal,55.0,Male,Chhattisgarh,Hyderabad,859824,Self-Employed,<2L,Near-Prime,46.0,Direct,2.0,Mass-Affluent,ydin@example.com,9746052273,SBI,False,2024-05-27
CUST023322,Vedhika Sachar,67.0,Female,Andhra Pradesh,Jalandhar,122690,Professional,5-10L,Near-Prime,44.0,Bancassurance,1.0,Mass,vartywishi@example.net,9424861242,SBI,False,2021-09-28
CUST023323,Charles Gour,71.0,Female,Andhra Pradesh,Dibrugarh,636066,Professional,2-5L,Prime,61.0,Agent,5.0,Mass-Affluent,mitalibera@example.com,9797794319,SBI,False,2022-12-16
CUST023324,Varsha Kapadia,70.0,Female,Maharashtra,Firozabad,524874,Government Employee,2-5L,Prime,62.0,Direct,2.0,Mass,wgoyal@example.com,9841642961,ICICI,False,2024-10-17
CUST023325,Jacob Devi,18.0,Male,West Bengal,Uluberia,970115,Retired,2-5L,Prime,3.0,Agent,4.0,Affluent,qarin88@example.org,9854435336,Axis,False,2020-05-08
CUST023326,Lakshit Chakrabarti,38.0,Female,Uttar Pradesh,Katihar,352594,Homemaker,50L+,Prime,32.0,Broker,6.0,Mass,aarush63@example.net,9223559369,SBI,False,2024-01-09
CUST023327,Faqid Basu,57.0,Female,Assam,Alappuzha,263422,Salaried,<2L,Sub-Prime,7.0,Broker,1.0,Mass-Affluent,deoaashi@example.org,9520754242,Axis,False,2021-04-04
CUST023328,Aarav Narula,35.0,Male,West Bengal,Berhampore,998074,Professional,5-10L,Prime,49.0,Broker,4.0,Mass,egarde@example.org,9145469505,Kotak,False,2020-08-01
CUST023329,Mugdha Mane,65.0,Female,Gujarat,Jalgaon,007906,Professional,2-5L,Near-Prime,54.0,Online,1.0,Affluent,megha91@example.org,9451106044,Axis,False,2024-06-16
CUST023330,Sneha Taneja,31.0,Male,Tamil Nadu,Ranchi,261239,Self-Employed,2-5L,Near-Prime,55.0,Agent,6.0,Mass,christopherkhanna@example.org,9153592374,SBI,False,2022-08-10
CUST023331,Chaitanya Sood,54.0,Female,Uttar Pradesh,Amroha,075851,Retired,<2L,Sub-Prime,24.0,Direct,3.0,HNI,pdoctor@example.org,9269915594,SBI,False,2021-02-14
CUST023332,Unnati Arya,67.0,Male,Kerala,Ranchi,418618,Business Owner,2-5L,Near-Prime,2.0,Agent,4.0,Mass-Affluent,ladlichhabra@example.com,9254583437,HDFC,False,2022-06-11
CUST023333,Anita Loyal,44.0,Male,Madhya Pradesh,Sambhal,649773,Business Owner,,Prime,9.0,Broker,3.0,HNI,nehagokhale@example.net,9573285634,Kotak,False,2022-11-01
CUST023334,Ekavir Khalsa,34.0,Male,Uttar Pradesh,Jamshedpur,274791,Student,2-5L,Near-Prime,39.0,Agent,3.0,Mass,nidhidhillon@example.net,9846027369,ICICI,False,
CUST023335,Max Sehgal,42.0,Female,Rajasthan,Gwalior,130583,Salaried,5-10L,Sub-Prime,63.0,Direct,7.0,Affluent,hemanginikaran@example.com,9162570111,ICICI,False,2020-02-21
CUST023336,Jatin Krish,21.0,Male,Uttar Pradesh,Chapra,602939,Retired,5-10L,Prime,20.0,Online,6.0,Mass,enadkarni@example.org,9384188082,ICICI,False,2024-09-13
CUST023337,Aradhana Warrior,61.0,Female,Maharashtra,Jehanabad,427329,Professional,<2L,Sub-Prime,7.0,Online,2.0,Mass,harrisonpuri@example.net,9243495919,ICICI,False,2023-09-01
CUST023338,Fitan Gulati,70.0,Female,Maharashtra,Hazaribagh,397195,Business Owner,5-10L,Sub-Prime,29.0,Bancassurance,4.0,Mass-Affluent,rachana89@example.com,9569902869,ICICI,False,2021-10-23
CUST023339,Urmi Sampath,54.0,Male,West Bengal,Moradabad,010184,Government Employee,2-5L,Sub-Prime,3.0,Broker,5.0,Mass-Affluent,maharajgavin@example.com,9316295683,ICICI,False,2021-03-01
CUST023340,Vamakshi Keer,54.0,Female,Gujarat,Jaunpur,648199,Business Owner,2-5L,Sub-Prime,31.0,Agent,3.0,Mass-Affluent,zehaanchowdhury@example.net,9375505537,Kotak,False,2023-05-13
CUST023341,Mekhala Rajagopal,37.0,Female,Uttar Pradesh,Madurai,544822,Farmer,2-5L,Prime,26.0,Bancassurance,7.0,Affluent,datefaris@example.com,9151938135,SBI,False,2021-09-30
CUST023342,Sneha Ratti,52.0,Female,Bihar,Dibrugarh,986182,Self-Employed,5-10L,Sub-Prime,40.0,Direct,7.0,Mass,msehgal@example.net,9222843603,SBI,False,2024-11-09
CUST023343,Prisha Chaudhary,36.0,Male,Uttar Pradesh,Thiruvananthapuram,296097,Farmer,2-5L,Prime,36.0,Online,6.0,Mass,sbiswas@example.org,9436752578,SBI,False,2024-12-06
CUST023344,Samarth Datta,73.0,Female,Punjab,Erode,017770,Salaried,5-10L,Near-Prime,20.0,Agent,7.0,Mass-Affluent,caleb83@example.com,9570232209,Axis,False,2022-05-30
CUST023345,Chanchal Baral,51.0,Male,Uttar Pradesh,Vijayawada,183387,Self-Employed,5-10L,Prime,30.0,Agent,4.0,Mass,ladvictor@example.com,9602384208,Axis,False,2023-05-28
CUST023346,Warinder Devi,34.0,Female,Tamil Nadu,Kadapa,413315,Farmer,5-10L,Near-Prime,68.0,Online,3.0,Mass,lsaini@example.net,9192476562,ICICI,False,2022-12-20
CUST023347,Manan Narang,39.0,Female,Uttar Pradesh,Gurgaon,192419,Self-Employed,5-10L,Prime,31.0,Direct,2.0,Mass,krisha54@example.net,9791277415,ICICI,False,2022-04-22
CUST023348,Ekbal Bava,21.0,Female,Maharashtra,Bhiwani,061488,Homemaker,2-5L,Thin-File,48.0,Broker,6.0,Mass-Affluent,rudrabir@example.net,9797290506,HDFC,False,2022-08-30
CUST023349,Finn Joshi,29.0,Female,Kerala,Sagar,701213,Salaried,5-10L,Thin-File,30.0,Broker,7.0,Affluent,reyansh72@example.org,9876758709,SBI,False,2021-01-13
CUST023350,Kashish Vohra,51.0,Female,Uttar Pradesh,Purnia,284332,Student,<2L,Prime,18.0,Agent,5.0,Mass,ayush77@example.org,9735523265,SBI,False,2021-09-05
CUST023351,Amol Seth,37.0,Male,Uttar Pradesh,Raipur,391971,Farmer,<2L,Near-Prime,28.0,Broker,1.0,Mass-Affluent,hredhaan46@example.net,9333552345,ICICI,False,2023-02-06
CUST023352,Kalpit Dey,21.0,Female,Delhi,Ahmedabad,920643,Government Employee,10-25L,Prime,38.0,Agent,6.0,Mass,hyadav@example.org,9221999528,SBI,False,2024-12-29
CUST023353,Chandresh Sandhu,50.0,Male,Uttar Pradesh,Bhilai,518662,Homemaker,<2L,Prime,46.0,Direct,5.0,Mass-Affluent,radhakrishnanamruta@example.com,9704453578,Kotak,False,2023-04-23
CUST023354,Chatresh Chandra,33.0,Female,Bihar,Karawal Nagar,112992,Salaried,5-10L,Near-Prime,60.0,Agent,5.0,Affluent,upma48@example.net,9165265478,SBI,False,2021-06-27
CUST023355,Fiyaz Jaggi,29.0,Female,West Bengal,Jammu,439585,Business Owner,25-50L,Near-Prime,63.0,Online,2.0,Mass-Affluent,bhavani00@example.net,9713880579,HDFC,False,2022-08-03
CUST023356,Daksha Subramaniam,43.0,Female,Maharashtra,Hospet,518229,Professional,<2L,Prime,23.0,Agent,3.0,Mass,udantedwin@example.org,9945174481,ICICI,False,2024-11-28
CUST023357,Isha Tak,47.0,Female,Uttar Pradesh,Thoothukudi,430234,Self-Employed,2-5L,Prime,40.0,Direct,3.0,Affluent,hayremadhav@example.net,9322476445,HDFC,False,2020-02-07
CUST023358,Agastya Purohit,72.0,Male,Maharashtra,Nandyal,988789,Professional,2-5L,Sub-Prime,49.0,Online,6.0,Mass,nisha02@example.org,9421808554,ICICI,False,2022-01-13
CUST023359,Rayaan Chhabra,63.0,Male,Uttar Pradesh,Alwar,361876,Self-Employed,5-10L,Near-Prime,25.0,Direct,3.0,Mass,chandaayush@example.com,9815962165,SBI,False,2024-03-01
CUST023360,Priya Handa,50.0,Female,Jharkhand,Chapra,303852,Retired,2-5L,Sub-Prime,47.0,Agent,5.0,Mass-Affluent,viswanathandaniel@example.org,9503880384,HDFC,False,2021-09-12
CUST023361,Maya Srinivasan,61.0,Female,Maharashtra,Amroha,900180,Government Employee,2-5L,Sub-Prime,5.0,Online,1.0,Mass-Affluent,nachiket07@example.org,9161753976,ICICI,False,2021-08-28
CUST023362,Aarnav Jani,50.0,Male,Maharashtra,Gangtok,573164,Farmer,<2L,Near-Prime,57.0,Agent,4.0,Affluent,ioza@example.net,9382232943,SBI,False,2021-07-18
CUST023363,Dipta Walla,34.0,Female,Maharashtra,Silchar,638989,Student,5-10L,Near-Prime,42.0,Direct,4.0,Mass,tara97@example.net,9730720172,Axis,False,2021-08-06
CUST023364,Triveni Nagar,42.0,Female,Jharkhand,Anand,019001,Professional,10-25L,Prime,12.0,Broker,2.0,Mass-Affluent,balasubramaniangavin@example.com,9282724881,Kotak,False,2020-09-06
CUST023365,Joshua Vig,51.0,Female,Andhra Pradesh,Jhansi,824211,Student,<2L,Sub-Prime,20.0,Agent,5.0,Mass-Affluent,ucchaldave@example.com,9965230815,Axis,False,2023-11-18
CUST023366,Ucchal Mander,55.0,Female,Bihar,Chandigarh,550799,Retired,50L+,Prime,8.0,Agent,7.0,Mass-Affluent,balhaar27@example.net,9908140091,HDFC,False,2022-03-04
CUST023367,Ranveer Mody,39.0,Female,Andhra Pradesh,Srinagar,299000,Farmer,5-10L,Prime,61.0,Online,4.0,Mass,lohit99@example.org,9241991324,ICICI,False,2022-05-30
CUST023368,Vedhika Venkataraman,27.0,Male,Manipur,Jaipur,091090,Government Employee,25-50L,Sub-Prime,44.0,Online,6.0,Mass,ysachdev@example.com,9254366936,ICICI,False,2021-01-11
CUST023369,Farhan Bahri,64.0,Female,Maharashtra,Dhanbad,367591,Salaried,2-5L,Sub-Prime,51.0,Agent,5.0,Mass,cben@example.net,9382303289,ICICI,False,2024-11-07
CUST023370,Ishaan Ramanathan,72.0,Female,Chhattisgarh,Maheshtala,557773,Farmer,5-10L,Thin-File,5.0,Online,3.0,Mass-Affluent,lakshiyengar@example.com,9426635792,Kotak,False,2021-08-01
CUST023371,Triya Kaur,52.0,Male,Haryana,Shimla,870801,Homemaker,2-5L,Thin-File,16.0,Online,5.0,Mass-Affluent,tkhanna@example.com,9351725629,ICICI,False,2024-05-27
CUST023372,Fariq Tara,22.0,Male,West Bengal,Chittoor,,Professional,2-5L,Near-Prime,38.0,Broker,4.0,Mass-Affluent,ekaraj25@example.com,9974521765,HDFC,False,2024-11-19
CUST023373,Guneet Ganguly,54.0,Female,Karnataka,Dhule,820337,Student,5-10L,Prime,42.0,Online,6.0,Mass-Affluent,sundaramfitan@example.org,9799208633,SBI,False,2020-02-21
CUST023374,Zansi Gopal,48.0,Female,Maharashtra,Tumkur,651643,Government Employee,<2L,Near-Prime,26.0,Online,5.0,Mass-Affluent,ranveersaran@example.org,9493788496,Axis,False,2022-05-01
CUST023375,Aadhya Kalita,27.0,Female,Tamil Nadu,Phagwara,388301,Professional,5-10L,Prime,50.0,Online,2.0,Mass-Affluent,daraanthony@example.com,9417246397,Axis,False,2021-12-30
CUST023376,Barkha Narasimhan,58.0,Female,Bihar,Phusro,774127,Student,<2L,Sub-Prime,51.0,Direct,2.0,Mass,upma71@example.org,9828703497,ICICI,False,2023-05-15
CUST023377,Aashi Vaidya,59.0,Female,Andhra Pradesh,Mathura,685682,Self-Employed,<2L,Prime,68.0,Direct,4.0,Mass-Affluent,jaggimanbir@example.org,9829366879,HDFC,False,2024-04-08
CUST023378,Aarush Chhabra,23.0,Male,Kerala,Kochi,409310,Business Owner,<2L,Sub-Prime,16.0,Agent,4.0,Mass,zvohra@example.com,9169409783,SBI,False,2020-05-20
CUST023379,Rehaan Gole,48.0,Female,West Bengal,Singrauli,665630,Student,10-25L,Prime,33.0,Direct,1.0,Mass,megha62@example.net,9712874163,Kotak,False,2021-02-13
CUST023380,Kamala Pandey,38.0,Female,West Bengal,Udaipur,771383,Business Owner,50L+,Prime,68.0,Broker,4.0,Mass,xsachar@example.org,9736757453,HDFC,False,2020-11-21
CUST023381,Suhani Rastogi,22.0,Male,Karnataka,Berhampore,743502,Government Employee,2-5L,Sub-Prime,36.0,Agent,3.0,Mass-Affluent,fmukhopadhyay@example.org,9995426370,HDFC,False,2021-01-28
CUST023382,Champak Kakar,30.0,Female,Bihar,Mangalore,597980,Government Employee,<2L,Near-Prime,48.0,Agent,3.0,Mass-Affluent,pranitbiswas@example.org,9851350373,Kotak,False,2020-12-27
CUST023383,Wishi Kurian,29.0,Female,Rajasthan,Pondicherry,358124,Business Owner,2-5L,Sub-Prime,9.0,Bancassurance,7.0,Mass,onimisra@example.com,9603467406,Axis,False,2023-12-20
CUST023384,Diya Dhingra,44.0,Female,Jharkhand,Siwan,690860,Government Employee,5-10L,Sub-Prime,8.0,Agent,5.0,Mass,jairajpuri@example.org,9439206348,SBI,False,2021-04-07
CUST023385,Tristan Bandi,65.0,Male,West Bengal,Dhanbad,032057,Business Owner,5-10L,Sub-Prime,23.0,Agent,4.0,Mass-Affluent,dev12@example.org,9464893089,Kotak,False,2020-09-23
CUST023386,Timothy Loke,64.0,Male,Telangana,Muzaffarnagar,737585,Farmer,10-25L,Prime,15.0,Direct,4.0,HNI,patilquincy@example.com,9162165377,HDFC,False,2020-06-04
CUST023387,Gaurangi Vohra,72.0,Male,Haryana,Mau,054992,Business Owner,10-25L,Prime,60.0,Agent,3.0,Mass,gourjasmit@example.com,9663223053,SBI,False,2023-06-20
CUST023388,Fariq Sankaran,50.0,Female,Uttar Pradesh,Bardhaman,179455,Salaried,2-5L,Near-Prime,61.0,Direct,1.0,Mass,dakshalall@example.net,9861551848,ICICI,False,2021-04-11
CUST023389,Ojas Gill,37.0,Female,Bihar,Ludhiana,016385,Government Employee,<2L,Prime,58.0,Direct,1.0,Affluent,qasim53@example.net,9823113783,ICICI,False,2021-07-03
CUST023390,Ishita Bakshi,41.0,Female,Uttar Pradesh,Jalna,329325,Salaried,5-10L,Sub-Prime,70.0,Direct,4.0,Mass,ansh33@example.com,9197103907,HDFC,False,2022-11-09
CUST023391,Ekapad Mani,62.0,Female,Delhi,Hosur,054873,Student,<2L,Prime,24.0,Agent,4.0,Mass,jeetsachdeva@example.org,9308508958,HDFC,False,2023-03-09
CUST023392,Vanya Dalal,69.0,Female,Kerala,Khora ,196815,Government Employee,10-25L,Prime,49.0,Agent,7.0,Mass-Affluent,bsandhu@example.com,9422534183,Axis,False,2022-05-29
CUST023393,Chatura Dhar,38.0,Female,Maharashtra,Kanpur,615595,Retired,2-5L,Near-Prime,30.0,Agent,6.0,Mass,prashadhenry@example.com,9858973180,Axis,False,2023-05-20
CUST023394,Bachittar Dutta,40.0,Male,West Bengal,Bahraich,328961,Self-Employed,5-10L,Near-Prime,50.0,Agent,1.0,Mass,yashawinisidhu@example.org,9172796109,Axis,False,2022-06-07
CUST023395,Vrishti Rama,50.0,Male,Bihar,Solapur,953329,Farmer,10-25L,Prime,44.0,Agent,6.0,Mass,harinakshihayre@example.com,9578510195,ICICI,False,2024-02-26
CUST023396,Keya Som,38.0,Female,Assam,Katni,671173,Professional,2-5L,Sub-Prime,25.0,Bancassurance,2.0,Mass,qushi74@example.com,9359918908,SBI,False,2020-08-21
CUST023397,Aditya Randhawa,38.0,Male,Himachal Pradesh,Rewa,871854,Homemaker,10-25L,Near-Prime,5.0,Bancassurance,5.0,Mass-Affluent,maanav88@example.org,9383867550,HDFC,False,2021-02-21
CUST023398,Qasim Kadakia,51.0,Female,Uttar Pradesh,Nellore,489903,Professional,5-10L,Prime,22.0,Online,7.0,Mass,kshankar@example.net,9191230473,Kotak,False,2024-06-14
CUST023399,Wyatt Golla,67.0,Male,Karnataka,Haldia,841842,Homemaker,2-5L,Prime,24.0,Agent,5.0,Mass-Affluent,sekhonanvi@example.org,9527794397,SBI,False,2022-08-04
CUST023400,Victor Chand,18.0,Male,Kerala,Durgapur,050203,Self-Employed,2-5L,Prime,10.0,Broker,6.0,Mass-Affluent,obabu@example.org,9652878441,ICICI,False,2020-01-16
CUST023401,Charita Rastogi,28.0,Female,Rajasthan,Raurkela Industrial Township,830634,Homemaker,25-50L,Sub-Prime,24.0,Agent,4.0,Mass-Affluent,rayfrado@example.com,9579505774,ICICI,False,2020-07-15
CUST023402,Aahana Apte,35.0,Male,Maharashtra,Raichur,575841,Student,25-50L,Sub-Prime,32.0,Direct,2.0,Affluent,vedant27@example.org,9687809146,Kotak,False,2021-03-25
CUST023403,Yauvani Dube,48.0,Male,Assam,Eluru,076834,Government Employee,2-5L,Prime,47.0,Online,7.0,Affluent,zaidparmar@example.net,9281491358,SBI,False,2023-01-29
CUST023404,Januja Bhatia,42.0,Female,Gujarat,Udupi,959582,Retired,<2L,Sub-Prime,22.0,Online,1.0,Mass-Affluent,madanadya@example.com,9330742481,HDFC,False,2020-04-20
CUST023405,George Sura,61.0,Male,Bihar,Hindupur,443958,Homemaker,2-5L,Near-Prime,70.0,Agent,3.0,Mass-Affluent,tamanna32@example.net,9470103060,ICICI,False,2022-11-27
CUST023406,Garima Choudhury,71.0,Male,Uttar Pradesh,Raurkela Industrial Township,474750,Student,2-5L,Near-Prime,58.0,Direct,1.0,Mass,hdave@example.com,9313578094,ICICI,False,2024-09-23
CUST023407,Neha Sandhu,18.0,Male,Uttar Pradesh,Aligarh,883219,Student,10-25L,Prime,31.0,Online,5.0,Mass,forumchaudhary@example.net,9975896688,ICICI,False,2023-03-20
CUST023408,Benjamin Thakur,58.0,Male,Gujarat,Siwan,788665,Self-Employed,<2L,Sub-Prime,24.0,Broker,7.0,Mass-Affluent,harrison35@example.org,9999381289,Kotak,False,2024-08-15
CUST023409,Chaitaly Sharaf,25.0,Female,Karnataka,Gandhinagar,667768,Business Owner,<2L,Thin-File,71.0,Agent,3.0,Affluent,manyagokhale@example.com,9584884047,SBI,False,2020-03-28
CUST023410,Ekanta Sachdev,55.0,Female,Odisha,Jamshedpur,071495,Student,5-10L,Near-Prime,1.0,Direct,1.0,Mass-Affluent,nimrat12@example.net,9358519406,HDFC,False,2023-11-19
CUST023411,Noah Yogi,62.0,Female,Madhya Pradesh,Arrah,004210,Self-Employed,2-5L,Near-Prime,71.0,Agent,2.0,Mass-Affluent,memonjanuja@example.org,9880397060,SBI,False,2024-07-04
CUST023412,Max Datta,23.0,Female,Rajasthan,Sangli-Miraj & Kupwad,720006,Retired,2-5L,Prime,9.0,Agent,1.0,Mass,naveensood@example.com,9548778679,SBI,False,2020-05-02
CUST023413,Sai Mutti,28.0,Female,Telangana,Pali,470743,Farmer,10-25L,Near-Prime,23.0,Direct,2.0,Mass,hemal00@example.net,9323353584,SBI,False,2022-10-04
CUST023414,Nandini Dyal,57.0,Female,West Bengal,Kumbakonam,725196,Self-Employed,5-10L,Prime,48.0,Broker,1.0,Mass-Affluent,odate@example.com,9745448173,SBI,False,2023-05-24
CUST023415,Laban Om,33.0,Female,Tamil Nadu,Jamshedpur,920032,Homemaker,10-25L,Near-Prime,3.0,Agent,1.0,HNI,ujohal@example.net,9906086756,Axis,False,2024-02-24
CUST023416,Falan Saxena,55.0,Female,Chhattisgarh,Bidar,586160,Farmer,50L+,Near-Prime,28.0,Agent,2.0,Mass,narangbrijesh@example.org,9170634169,SBI,False,2020-06-23
CUST023417,Kalpit Nagarajan,24.0,Male,Delhi,Madurai,382839,Professional,2-5L,Sub-Prime,20.0,Agent,7.0,Mass-Affluent,raonandini@example.com,9755700117,SBI,False,2021-01-03
CUST023418,George Suri,43.0,Female,Madhya Pradesh,Rajpur Sonarpur,125576,Business Owner,25-50L,Prime,3.0,Broker,6.0,HNI,unagy@example.net,9451532643,SBI,False,2020-07-24
CUST023419,Anmol Toor,55.0,Male,Maharashtra,Bilaspur,231214,Professional,2-5L,Sub-Prime,14.0,Direct,2.0,Mass,deepa20@example.net,9973314431,ICICI,False,2021-11-10
CUST023420,Prisha Patel,42.0,Male,Gujarat,Ranchi,451032,Salaried,10-25L,Near-Prime,18.0,Broker,6.0,Affluent,rajagopalanmadhav@example.com,9260397641,ICICI,False,2024-02-06
CUST023421,Manbir Hayre,54.0,Female,Telangana,Munger,905432,Salaried,<2L,Near-Prime,14.0,Direct,5.0,Mass,arya03@example.com,9849674034,Kotak,False,2022-05-01
CUST023422,Lekha D’Alia,63.0,Male,Tamil Nadu,Udaipur,290146,Homemaker,5-10L,Prime,31.0,Broker,5.0,Mass,harinimitra@example.org,9361429074,Axis,False,2024-09-23
CUST023423,Charvi Chauhan,30.0,Female,Haryana,Nandyal,104584,Business Owner,10-25L,Sub-Prime,45.0,Agent,5.0,Mass,chaudhrysaanvi@example.com,9453635591,SBI,False,2022-12-10
CUST023424,Urvi Mall,32.0,Female,Uttarakhand,Surendranagar Dudhrej,795178,Farmer,25-50L,Prime,71.0,Agent,2.0,Mass,kaimani@example.net,9175273373,ICICI,False,2020-08-31
CUST023425,Divya Ramakrishnan,19.0,Female,Chhattisgarh,Morbi,573295,Farmer,2-5L,Prime,33.0,Bancassurance,7.0,Mass,iuppal@example.com,9201712708,ICICI,False,2024-10-31
CUST023426,Kala Viswanathan,24.0,Male,Rajasthan,Rourkela,688347,Retired,5-10L,Sub-Prime,34.0,Direct,7.0,Affluent,echakraborty@example.com,9645367637,SBI,False,2022-03-27
CUST023427,Dominic Vyas,57.0,Female,Tamil Nadu,Pune,246005,Business Owner,2-5L,Prime,4.0,Broker,7.0,Affluent,gourlaban@example.com,9603349922,ICICI,False,2024-09-12
CUST023428,Avi Seth,66.0,Male,Haryana,Rewa,441478,Retired,<2L,Sub-Prime,41.0,Direct,5.0,Mass,advikram@example.org,9274406543,HDFC,False,2023-03-04
CUST023429,Finn Shere,71.0,Male,Telangana,Ballia,586835,Farmer,<2L,Thin-File,53.0,Online,5.0,Mass-Affluent,xdhillon@example.com,9811518905,Axis,False,2021-12-15
CUST023430,Nisha Ray,63.0,Female,Madhya Pradesh,Orai,252572,Retired,5-10L,Near-Prime,66.0,Bancassurance,4.0,Mass,alexanderamble@example.com,9615420476,Kotak,False,2020-08-09
CUST023431,Radha Sachdev,21.0,Female,Uttar Pradesh,Sambalpur,418993,Farmer,5-10L,Near-Prime,67.0,Bancassurance,5.0,Mass,elanka@example.com,9178699278,HDFC,False,2023-12-10
CUST023432,Ishwar Saxena,35.0,Male,Kerala,Lucknow,348270,Homemaker,5-10L,Near-Prime,23.0,Agent,6.0,Mass,divya14@example.org,9790800893,Kotak,False,2020-09-08
CUST023433,Lavanya Batta,62.0,Male,Andhra Pradesh,Kollam,780729,Student,2-5L,Sub-Prime,1.0,Agent,4.0,Mass,ysahni@example.net,9648832806,HDFC,False,2023-10-12
CUST023434,William Pillay,64.0,Male,Karnataka,Saharanpur,334004,Farmer,2-5L,Sub-Prime,35.0,Agent,4.0,Mass,widishadoshi@example.org,9886355795,ICICI,False,2023-03-09
CUST023435,Chakrika Parikh,18.0,Male,Punjab,Bhiwani,247914,Professional,5-10L,Sub-Prime,15.0,Direct,1.0,Mass-Affluent,ranbir46@example.org,9142794781,Kotak,False,2021-02-02
CUST023436,Falguni Thaker,62.0,Male,Tamil Nadu,Sangli-Miraj & Kupwad,951990,Professional,<2L,Near-Prime,25.0,Agent,1.0,Mass,xkapur@example.org,9204424423,Kotak,False,2020-04-21
CUST023437,Advik Keer,50.0,Male,Gujarat,Siwan,853008,Self-Employed,5-10L,Prime,37.0,Direct,4.0,Mass-Affluent,flall@example.org,9268847407,ICICI,False,2022-09-25
CUST023438,Chaaya Sundaram,56.0,Male,Jharkhand,Warangal,376887,Professional,5-10L,Sub-Prime,50.0,Online,1.0,Mass-Affluent,udarsh94@example.org,9543491854,ICICI,False,2021-07-23
CUST023439,Faras Balan,61.0,Male,Uttar Pradesh,Bhiwani,928970,Homemaker,10-25L,Prime,64.0,Direct,7.0,Affluent,krajagopal@example.net,9849048047,Axis,False,2023-05-01
CUST023440,Siya Raja,28.0,Male,Karnataka,Bokaro,613116,Government Employee,25-50L,Prime,14.0,Direct,4.0,Mass,savantbimala@example.com,9240500171,SBI,False,2022-08-27
